O=c/2[nH]c1ccccc1c\2=c4\[nH]c3ccccc3c4=O
O=C(NC1CCCCC1)NC4CCN(S(=O)(=O)c3ccc2OCCOc2c3)CC4
COc3ccc(c2nnc(SCC(=O)Nc1cccc(Cl)c1)o2)cc3
COc1ccccc1NC(=O)Cn4nnc(c2ccccc2NC(=O)c3cccs3)n4
Fc4ccc(N3CCN(CC(=O)Nc2nnc(c1ccccc1)s2)CC3)cc4
Oc3c(c2nc1ccccc1c2=O)c(=O)c4ccccc34
COc3ccc(S(=O)(=O)n2nc(OC(=O)c1ccc(C)cc1)cc2N)cc3
CCOC(=O)c2cc1sccc1n2CC(=O)N3C(C)Cc4ccccc34
COc4ccc3nc2sc(C(=O)NCc1cccs1)c(N)c2cc3c4
O=C(COC(=O)c2ccc(NC(=O)c1ccco1)cc2)c3cccs3
O=C(CSc2nnc(CNc1ccccc1)o2)N3CCc4ccccc34
COc3ccc(Cc2nnc(NC(=O)Cc1cccs1)s2)cc3OC
O=C(CCCOc1ccccc1)Nc3nnc(C2CCCO2)s3
Cc3ccc(OCCCC(=O)Nc2ccc(S(=O)(=O)Nc1cc(C)on1)cc2)cc3
Oc2ccc(CNc1ccccc1)c3cccnc23
Oc2ccc(CNc1ccc(F)cc1)c3cccnc23
Cc3ccc(S(=O)(=O)Nc2ccc1nc(N)sc1c2)cc3
Nc4nc3ccc(S(=O)(=O)c2ccc1nc(N)sc1c2)cc3s4
Clc4ccc(NCc3nnc(SCC(=O)Nc2nc1ccccc1s2)o3)cc4
Nc3nc2CCC(c1ccccc1)Cc2s3
COc2ccc(S(=O)(=O)NCCSCc1ccco1)cc2
CC4CCCN(S(=O)(=O)c3ccc(NC(=O)Cn2nnc(c1ccccc1F)n2)cc3)C4
Cc1nonc1NC(=O)CSc3nc2cc(Cl)ccc2c4CCCCc34
Cc4cc3nc(SCC(=O)Nc1nonc1C)c2CCCCc2c3cc4C
CCc3nnc(NC(=O)CSc2nnc(COc1ccccc1C)o2)s3
O=C(Cn2c(c1ccccc1)noc2=O)Nc4ccc(N3CCCCCC3)cc4
COc3cccc(c2cnc(NCc1cc(Cl)ccc1O)n2C)c3
Cc3cccc4cc(C#N)c(SCC(=O)N1CC(=O)Nc2ccccc12)nc34
Nc5oc(c2ccc1OCOc1c2)c(c4ccc3OCOc3c4)c5C#N
Cc2nc(NC(=O)c1ccccc1)sc2c4csc(NCc3ccco3)n4
O=C(Cn1c(=O)sc2ccccc12)Nc4ccc(S(=O)(=O)N3CCCCC3)cc4
Oc1ccccc1c3csc(C(C#N)=C2CCCC2)n3
O=C(CSc2nc1ccccc1cc2C#N)Nc4ccc(S(=O)(=O)N3CCCC3)cc4
Cc3cc(C)n(c2ccc(C(=O)OCC(=O)c1ccc(Br)s1)cc2)n3
Cn1cccc1C(=O)NC(=O)COC(=O)c2ccccc2Sc3ccccc3C#N
CSC(\NS(=O)(=O)c1cccs1)=N/C(=O)CSc3nc2ccccc2s3
Cc3cc(C(=O)CSc2nn(c1ccccc1)c(=S)s2)c(C)n3Cc4ccco4
O=C(Nc2nc(c1cccs1)cs2)c4cccc(S(=O)(=O)N3CCCCC3)c4
O=C(Nc2ccc1OCOc1c2)C4Cc3ccccc3CN4S(=O)(=O)c5cccs5
Clc5ccc(n1nnnc1SCc3c(c2ccccc2)nc4sccn34)cc5
O=C(CSc1ncnc2sccc12)Nc5oc(c3ccco3)c(c4ccco4)c5C#N
CN(c1ccccc1)c4ccc(\C=c3/s\c(=C(\C#N)C(=O)C(C)(C)C)n(Cc2ccco2)c3=O)cc4
O=C(COC(=O)Cc2ccc(S(=O)(=O)N1CCCCC1)s2)Nc4ccc3OCOc3c4
O=C(Nc2nc(c1cccs1)cs2)c4ccc(S(=O)(=O)N3CCCC3)cc4
O=C(COC(=O)c2ccc(Oc1ccccc1)cc2)Nc4nnc(c3ccccc3)o4
CN(C)c2ccc(C(=O)OCC(=O)Nc1ccc(S(N)(=O)=O)cc1)cc2
CNc2sc(C(=O)c1cccs1)c(N)c2c4nc3ccccc3s4
O=C(NCCc1c[nH]c2ccccc12)c4ccc(S(=O)(=O)NCc3ccco3)cc4
Cc3ccc(c2csc(NC(=O)c1ccno1)n2)cc3
Cc3cccc(NS(=O)(=O)c2ccc(C)c(C(=O)OCC(=O)Nc1cc(C)on1)c2)c3
Cn3c(C(C#N)C(=O)c2sc1ccccc1c2Cl)nc4ccccc34
O=C(COC(=O)c2cc(c1ccco1)nc3ccccc23)NCc5ccc4OCOc4c5
CCNc2sc(C(=O)c1cccs1)c(N)c2c4nc3ccccc3s4
COc2cc(C(=O)OCC(=O)Nc1cc(C)on1)ccc2OCc3ccccc3Cl
Clc2ccc(C(=O)CSCc1ccco1)s2
CC(=O)Nc2nc(c1ccc(Br)s1)cs2
Cc4ccc(Cn3c(SCC(=O)Nc1cc(C)on1)nc2ccccc2c3=O)cc4
Cc4nn3cc(c2ccc(c1ccccc1)cc2)nc3s4
Brc1ccccc1c5nnc(CSc3nc2ccccc2c(=O)n3c4ccccc4)o5
COc5ccc(NS(=O)(=O)c4ccc3oc(Nc2ccc1OCCOc1c2)nc3c4)cc5
Cc3cc(C(=O)CSc2nc1ccccc1n2CCC#N)c(C)n3Cc4cccs4
Cn1cnnc1SCC(=O)Nc3sc2CCCc2c3C(N)=O
O=C(CCc2ccc(S(=O)(=O)N1CCCCC1)cc2)c4nnc(c3ccccc3)o4
Cc3cc(C(=O)CSc2nnc(c1cccc(F)c1)n2N)c(C)n3Cc5ccc4OCOc4c5
Cc3ccc2c(CC(=O)Nc1sccc1C(N)=O)coc2c3
Cn5c(SCC(=O)NCc2ccc1OCOc1c2)nc4scc(c3cccs3)c4c5=O
Clc2ccc(CSCC(=O)c1ccco1)cc2
CCc4ccc(OCc3nnc(SCC(\O)=C(\C#N)c2nc1ccccc1[nH]2)n3CC=C)cc4
O=C(COC(=O)C1CC2CC1C=C2)Nc5oc(c3ccccc3)c(c4ccccc4)c5C#N
Clc2nc1sccn1c2C(=O)NCCc3c[nH]c4ccccc34
Fc3ccc(c2csc(SCC(=O)NC(=O)NCc1ccco1)n2)cc3
CC1CCc3c(C1)sc4ncnc(SCC(=O)Nc2cc(C)on2)c34
Cc3cc(=O)oc4cc(NC(=O)C2COc1ccccc1O2)ccc34
Clc3cc(c2csc(NC(=O)c1cccs1)n2)c(Cl)s3
CCOc1ccccc1n2nnnc2SCC(=O)Nc5cc4oc3ccccc3c4cc5OC
Oc4nc(CN1CCc2ccccc12)nc5scc(c3cccs3)c45
N#CC(c2nc(c1ccccc1)cs2)=c3sccs3
CCn4c1ccccc1c5cc(NC(=O)C3CCN(S(=O)(=O)c2cccs2)CC3)ccc45
Cn1cccc1C(=O)NC(=O)COC(=O)Cc3coc4ccc2ccccc2c34
O=C(Cc2coc3cc1CCCc1cc23)OCc4cc(=O)n6c(n4)sc5ccccc56
Cc4ccc(n1nnnc1SCC(=O)c3nnc(c2ccc(Cl)cc2)o3)cc4
O=C(CCOc1ccccc1)OCC(=O)c3cc2ccccc2o3
NC(=O)c1ccsc1NC(=O)COC(=O)c2ccccc2NCc3ccco3
Clc5ccc(c3nnc(SCC(=O)Nc2ccc1OCCOc1c2)n3Cc4ccco4)cc5
CCOC(=O)c3c(NC(=O)CSc1nnnn1c2ccccc2)scc3c4ccc(C)o4
COC(=O)c4ccc(CSc3nc(O)c2c(c1cccs1)csc2n3)o4
O=C(OCC(=O)c2cc1ccccc1o2)C4CCN(S(=O)(=O)c3cccs3)CC4
O=C(Nc2nnc(C1CC1)s2)c5cccc(S(=O)(=O)N3CCc4ccccc34)c5
O=C(CSc2nc(c1ccccc1)cs2)Nc3nccs3
Cc3cc(C(=O)CSc1nnnn1c2ccc(O)cc2)c(C)n3Cc5ccc4OCOc4c5
O=c3n(CCc1ccccc1)c(SCC#N)nc4scc(c2cccs2)c34
Clc2ccc(C(=O)COC(=O)Cn1cnnn1)s2
Cc3ccc(C)c(S(=O)(=O)Nc1ccccc1C(=O)Nc2cc(C)on2)c3
Cc3cnc(NC(=O)CCCSc2nc1ccccc1s2)s3
Clc4ccc(c3nnc(SCC(=O)N2CCN(c1ccccc1)CC2)o3)cc4
O=C(CCSc2nnc3scc(c1ccccc1)n23)Nc5nc(c4ccccc4)ns5
Cc3ccc(S(=O)(=O)NCCn1c(C)cc2ccccc12)cc3
CCCCN(CC)S(=O)(=O)c3ccc(C(=O)Nc2nnc(c1ccccc1Cl)o2)cc3
CCC1CCCCN1S(=O)(=O)c4ccc(C(=O)Nc3nnc(c2cccs2)o3)cc4
CCCSc3nc(C)c(c2csc(C(C#N)=C1CCCC1)n2)cc3C#N
COc3ccc(Nc2nnc(Cc1ccccc1Cl)c(O)n2)cc3
O=C3CC(c1ccco1)CC(Nc2ccccc2)=C3C(=O)Nc4ccccc4
COc3cccc(c2nnc(NC(=O)c1ccc(S(=O)(=O)N(CC(C)C)CC(C)C)cc1)o2)c3
COc5ccc(c4nnc(NC(=O)c3ccc(S(=O)(=O)N1CCCc2ccccc12)cc3)o4)cc5
COc5ccc(Cn4c(=O)[nH]c3cc(C(=O)NCc2ccc1OCOc1c2)ccc3c4=O)cc5
Fc3cccc4sc(Nc2nnc(c1ccccc1)o2)nc34
CN(c1ccccc1)S(=O)(=O)c4ccc(C(=O)Nc3nnc(c2ccc(F)cc2)o3)cc4
CSc4ccc(C1C(C#N)=C(N)Oc2c1ccc(=O)c3c(C)oc(C)c23)cc4
Clc4ccc(c3nc(NC(=O)CSc1nnnn1c2ccccc2)ns3)cc4
Cc4cc(NC(=O)Cn2c(=O)n(Cc1ccccc1)c(=O)c3ccccc23)no4
CCCCn3c(=S)[nH]c2c1cc(Cl)ccc1oc2c3=O
Oc5nc4SC2C1CCC(C1)C2C(c3ccccc3)c4s5
Clc3ccc(c2nc1SCCn1c(=O)c2C#N)c(Cl)c3
COc3cccc(c2cc(C(=O)NCc1ccc(Cl)cc1)no2)c3
CC(C)(C)n2nc1CSCc1c2NC(=O)COc3ccc(Cl)cc3
Cc4cccc(n2nc1CSCc1c2NC(=O)c3ccc(Br)o3)c4
Cc4ccc(Cn3ccc(NC(=O)c2cc(c1ccc(F)cc1)on2)n3)cc4
Cc5ccc(Cn4ccc(NC(=O)c3cc(c2ccc1OCOc1c2)on3)n4)cc5
Cc3cc(NC(=O)c2cc(c1ccco1)on2)nn3Cc4ccc(Cl)cc4
Fc4ccc(Cn3cc(NC(=O)c2cc(c1cccs1)on2)cn3)cc4
COc5ccc4c(CCc3c(C(=O)Nc2cc(C)n(Cc1ccc(Cl)cc1)n2)noc34)c5
Oc3nc(SCC(=O)c1ccc(Cl)cc1)nc4n(c2ccccc2)ncc34
Cc5ccc(n3ncc4c(O)nc(SCC(=O)N2CCN(c1ccccc1)CC2)nc34)cc5
Cc4cc(C)cc(NS(=O)(=O)c3ccc2ncc(C(=O)NCc1ccco1)c(O)c2c3)c4
COc2cccc(CNC(=O)Nc1cccs1)c2
Clc3ccc(CNC(=O)c2cc(c1cccs1)on2)cc3
CCCCN(C)S(=O)(=O)c3ccc(C(=O)Nc2nnc(c1cccs1)o2)cc3
O=C(NCCC1=CCCCC1)C4CCN(S(=O)(=O)c2cccc3nonc23)CC4
Oc4c(C(=O)NCc1ccccc1)cnc5ccc(S(=O)(=O)Nc3ccc2OCCOc2c3)cc45
Cc1ccccc1OCc5nc(c4ccc(NC(=O)c3ccc2OCOc2c3)cc4)no5
C4CN(c2nc1ccccc1n3nnnc23)CCC4Cc5ccccc5
FC(F)(F)c4ccc(NC(=O)Cn2c(=O)oc3cc(S(=O)(=O)N1CCCC1)ccc23)cc4
O=C(NCc2ccc1OCOc1c2)C5CCCN(S(=O)(=O)c3cccc4nonc34)C5
O=C(NCc2ccc1OCOc1c2)c4cc3CS(=O)(=O)Cc3s4
O=C(NCc2ccc1OCOc1c2)c5ccc4c(=O)n(C3CCCC3)c(=O)[nH]c4c5
CCOC(=O)c2sc(=S)n3c1cc(C(=O)OC)ccc1c(=O)[nH]c23
Clc4ccc(n3c(=O)cc(N2CCc1ccccc1C2)[nH]c3=O)cc4
COc1ccccc1N4CCN(c3cc(=O)n(c2ccc(Br)cc2)c(=O)[nH]3)CC4
Brc4ccc(n3c(=O)cc(N2CCc1ccccc1C2)[nH]c3=O)cc4
CC(C)CNC(=O)c3cccc(NC(=O)c2ccc(NC(=O)c1ccco1)cc2)c3
CC(=C)CSc2nc(N)c(C#N)c(c1ccc(C)cc1)c2C#N
Brc4cnc3cc(C(=O)Nc2ccc1OCOc1c2)nn3c4
CCCCCc2nnc(NC(=O)Cc1cccs1)s2
Cc4ccc(S(=O)(=O)Nc3cccc(c2cn1ccsc1n2)c3)cc4
O=C(Nc2ccc(S(=O)(=O)NCc1ccccc1)cc2)Nc4ccc3OCOc3c4
Nc3nn(S(=O)(=O)c1cccc2nsnc12)cc3c4ccc(Br)cc4
Cc2cc(NC(=O)Cc1cccs1)no2
C=CCSc3nnc(NC(=O)CSc2nc1ccccc1o2)s3
Oc1ccc(Cl)cc1NC(=O)c5cc4NC(c3ccc2OCOc2c3)CC(C(F)(F)F)n4n5
CC(=O)Cc3nsc(NC(=O)c2cc(c1cccc(C(F)(F)F)c1)oc2C)n3
Nc2cs\c(=C(\C#N)C(=O)c1ccccc1)n2c3ccccc3
CCN(CC)c3ccc(NC(=O)CSc2nc(O)c1ccccc1n2)cc3
O=C(CSc2n[nH]c(Cc1ccccc1)n2)Nc5oc(c3ccccc3)c(c4ccccc4)c5C#N
Nc3n[nH]c(SCC(=O)c2ccc(Oc1ccccc1)cc2)n3
CCSc2nnc(NC(=O)c1ccc(Br)s1)s2
O=C(Nc3ccc(S(=O)(=O)N1CCc2ccccc12)cc3)c5ccc4OCOc4c5
O=C(Cn3cnc2sc(c1ccccc1)cc2c3=O)NCc4ccco4
CCn4c1ccccc1c5cc(NC(=O)CSc2nnnn2c3ccccc3)ccc45
O=C(Cn1c(=O)oc2ccccc12)Nc5oc(c3ccccc3)c(c4ccccc4)c5C#N
CCC(C)c4ccc3oc(c2ccc(NC(=O)c1nc[nH]n1)cc2)nc3c4
O=C(Cc1cccs1)Nc3ccc(S(=O)(=O)N2CCCCC2)cc3
O=C(Nc3nc(c2ccc(S(=O)(=O)N1CCCCCC1)cc2)cs3)c4cccs4
CCCCSc3c(C)c2cc1OCOc1cc2nc3O
O=C(CSc2nnc(c1ccccc1)o2)N4CCN(c3ccccc3)CC4
Nc3c(C#N)sc4nc1CCCCc1c(c2ccco2)c34
Nc3c(C#N)sc4nc(c1ccccc1)cc(c2ccco2)c34
CCOc3c(C(N)=O)c(c1ccccc1)c4c(O)nc2ccccc2n34
O=C(NCc2ccc1OCOc1c2)c5ccc(NS(=O)(=O)c4ccc3OCCOc3c4)cc5
CCOC(=O)C(C(C)=O)c2c(Br)c(O)c(O)c3c(C(=O)c1ccc(C)cc1)coc23
CCCCOc2ccc(c1c(C#N)c(N)nc(SCC(N)=O)c1C#N)cc2
O=C(Cc1c[nH]c2ccccc12)Nc4nc3ccccc3[nH]4
CC(C)CC(C(=O)Nc3oc(c1ccco1)c(c2ccco2)c3C#N)n5c(=O)c4ccccc4c5=O
Clc3ccc(c2nnc(N1CCCC1)nn2)cc3
CC[n+]3cc(c1ccccc1)nc(N2CCOCC2)n3
Clc2ccc(Cl)c(S(=O)(=O)Nc1nccs1)c2
COc3cccc(Oc1c[nH]nc1c2ccc(OCC(C)=C)cc2O)c3
COc5ccc(S(=O)(=O)c3c(N)n(Cc1ccco1)c4nc2ccccc2nc34)cc5
Oc1ccc(Br)cc1\C=N/n2cnc3ccccc23
Cc3c(Cc1ccccc1)c(=O)oc4cc(OCc2nn[nH]n2)ccc34
Cc4cccc(N3CSC2=C(C#N)C(c1ccc(C)o1)CC(=O)N2C3)c4
CCOc4cccc(c2nnc3sc(COc1ccc(Cl)cc1)nn23)c4
Fc4ccc(Cc3nn2c(=O)c(=C/c1ccco1)\sc2nc3=O)cc4
Cc4ccc(C3CC(=O)N2CN(c1ccc(Br)cc1)CSC2=C3C#N)o4
Cc1ccccc1NC(=O)CSc3nc(N)c(C#N)c(c2cccs2)c3C#N
OCCN4CCN(C(c1cccs1)c3ccc2cccnc2c3O)CC4
O=C(CSc3nc2cc1OCOc1cc2c(=O)n3CCC4=CCCCC4)NCc5ccco5
O=C(N1CCCCC1)c5ccc4c(=O)n(Cc3ccc2OCOc2c3)c(=S)[nH]c4c5
Brc4ccc(c3nc2cc(NS(=O)(=O)c1ccccc1)ccc2[nH]3)o4
Cc4csc(Sc2nc1n(C)c(=O)[nH]c(=O)c1n2CCCc3ccccc3)n4
COC(=O)c4ccc3c(=O)n(Cc1ccco1)c(SCC(=O)Nc2ccc(C)c(Cl)c2)nc3c4
